order_id,customer_id,order_date,order_channel,order_status,gross_amount,discount_amount,net_amount,payment_method,coupon_code
ORD_003376,CUST_00372,2025-12-09,Call Center,Delivered,1050.28,93.04,957.24,Apple Pay,
ORD_003377,CUST_00769,2025-12-01,App,In Transit,1259.54,320.71,938.83,Apple Pay,
ORD_003378,CUST_00063,2025-12-01,Web,Delivered,351.97,0.0,351.97,Card,
ORD_003379,CUST_01654,2025-10-19,Call Center,Returned,548.84,0.0,548.84,COD,FESTIVE
ORD_003380,CUST_01419,2025-12-25,Web,Delivered,1140.5,0.0,1140.5,COD,
ORD_003381,CUST_01825,2025-11-28,Web,Delivered,1684.7,0.0,1684.7,Card,FESTIVE
ORD_003382,CUST_00897,2025-10-23,Web,Delivered,723.67,69.47,654.2,Apple Pay,
ORD_003383,CUST_01939,2025-10-22,App,Delivered,818.52,0.0,818.52,Apple Pay,FESTIVE
ORD_003384,CUST_00769,2025-10-20,App,Delivered,223.51,0.0,223.51,Wallet,SALE20
ORD_003385,CUST_01542,2025-11-18,App,Returned,396.18,0.0,396.18,Card,FESTIVE
ORD_003386,CUST_01922,2025-10-23,Call Center,Delivered,628.27,0.0,628.27,Apple Pay,NEW10
ORD_003387,CUST_01266,2025-12-13,App,Delivered,1387.03,0.0,1387.03,Wallet,
ORD_003388,CUST_01986,2025-12-15,Web,Delivered,1874.48,0.0,1874.48,Apple Pay,
ORD_003389,CUST_01813,2025-12-23,App,Delivered,1222.49,0.0,1222.49,Card,
ORD_003390,CUST_00750,2025-10-20,Web,Delivered,738.57,0.0,738.57,Card,NEW10
ORD_003391,CUST_00916,2025-12-22,Web,Delivered,392.31,0.0,392.31,Apple Pay,
ORD_003392,CUST_00533,2025-12-11,App,Delivered,1390.69,0.0,1390.69,Apple Pay,
ORD_003393,CUST_01074,2025-11-26,Web,Delivered,1279.8,0.0,1279.8,COD,
ORD_003394,CUST_00190,2025-11-07,Web,Delivered,1995.18,0.0,1995.18,Apple Pay,FESTIVE
ORD_003395,CUST_00285,2025-11-28,Call Center,Delivered,1061.42,282.71,778.71,COD,
ORD_003396,CUST_00211,2025-12-14,App,Delivered,280.62,0.0,280.62,Card,FESTIVE
ORD_003397,CUST_00745,2025-11-03,App,Delivered,584.92,40.32,544.61,Apple Pay,FESTIVE
ORD_003398,CUST_00800,2025-10-17,App,Returned,704.92,92.82,612.1,Card,NEW10
ORD_003399,CUST_00283,2025-12-04,Web,In Transit,1469.87,0.0,1469.87,Card,SALE20
ORD_003400,CUST_01879,2025-12-21,Web,Delivered,1999.17,0.0,1999.17,Wallet,FESTIVE
ORD_003401,CUST_00721,2025-11-16,Web,In Transit,765.61,0.0,765.61,Wallet,
ORD_003402,CUST_01064,2025-11-27,App,Delivered,283.16,64.24,218.92,Wallet,NEW10
ORD_003403,CUST_01772,2025-11-16,Web,Delivered,236.64,12.92,223.72,Wallet,
ORD_003404,CUST_00772,2025-12-29,Web,Delivered,1448.99,0.0,1448.99,Wallet,
ORD_003405,CUST_00832,2025-12-25,App,Delivered,1606.95,0.0,1606.95,Apple Pay,
ORD_003406,CUST_01913,2025-12-24,App,Delivered,809.09,0.0,809.09,Card,FESTIVE
ORD_003407,CUST_00866,2025-12-31,App,Delivered,1073.22,0.0,1073.22,Wallet,
ORD_003408,CUST_01154,2026-01-04,Web,Delivered,1014.17,0.0,1014.17,COD,
ORD_003409,CUST_01176,2025-12-17,Web,In Transit,155.12,45.94,109.18,COD,
ORD_003410,CUST_01572,2025-11-15,Web,Delivered,823.65,0.0,823.65,Card,
ORD_003411,CUST_00111,2025-10-12,App,Delivered,1721.62,0.0,1721.62,COD,
ORD_003412,CUST_00917,2025-12-10,Call Center,Delivered,1210.16,0.0,1210.16,COD,
ORD_003413,CUST_00374,2025-11-14,App,Delivered,860.37,0.0,860.37,Wallet,SALE20
ORD_003414,CUST_01430,2025-12-25,Web,Delivered,245.28,0.0,245.28,Card,SALE20
ORD_003415,CUST_00535,2025-11-26,Web,In Transit,1650.88,0.0,1650.88,Apple Pay,
ORD_003416,CUST_01018,2025-10-07,App,Delivered,962.45,0.0,962.45,Apple Pay,SALE20
ORD_003417,CUST_00397,2025-12-19,App,Delivered,904.0,81.71,822.29,Card,
ORD_003418,CUST_00195,2025-12-25,Web,Delivered,571.39,0.0,571.39,Wallet,
ORD_003419,CUST_01546,2025-12-31,App,Delivered,432.5,0.0,432.5,Wallet,NEW10
ORD_003420,CUST_00214,2026-01-02,App,Delivered,139.81,0.0,139.81,Wallet,
ORD_003421,CUST_00515,2025-12-06,App,Returned,107.87,11.66,96.21,Apple Pay,SALE20
ORD_003422,CUST_00643,2025-11-16,Call Center,Cancelled,239.36,33.4,205.95,COD,NEW10
ORD_003423,CUST_00960,2025-12-03,App,Delivered,743.37,43.18,700.19,Apple Pay,
ORD_003424,CUST_00644,2025-10-21,App,Delivered,234.39,0.0,234.39,Apple Pay,
ORD_003425,CUST_01218,2025-11-05,Call Center,Delivered,274.86,0.0,274.86,Apple Pay,NEW10
ORD_003426,CUST_00515,2025-11-22,App,Delivered,1003.35,0.0,1003.35,COD,
ORD_003427,CUST_00799,2025-12-27,Web,Delivered,1263.75,364.01,899.74,Card,
ORD_003428,CUST_01163,2025-12-01,Call Center,Cancelled,1346.45,145.46,1200.99,Apple Pay,
ORD_003429,CUST_00163,2025-10-28,Call Center,Cancelled,1110.36,0.0,1110.36,Wallet,
ORD_003430,CUST_00439,2025-12-02,App,Delivered,113.43,0.0,113.43,Card,
ORD_003431,CUST_01938,2025-12-12,App,Delivered,860.63,0.0,860.63,Card,SALE20
ORD_003432,CUST_01446,2025-11-01,App,Returned,1970.5,170.37,1800.13,Card,
ORD_003433,CUST_00916,2025-10-07,Web,Delivered,767.88,0.0,767.88,Wallet,
ORD_003434,CUST_00255,2025-10-21,App,Delivered,1781.51,210.57,1570.93,Card,NEW10
ORD_003435,CUST_01773,2025-10-27,App,Delivered,527.21,0.0,527.21,Card,
ORD_003436,CUST_01704,2025-12-04,Web,Delivered,1309.54,0.0,1309.54,Apple Pay,
ORD_003437,CUST_01150,2025-11-18,App,Delivered,874.84,0.0,874.84,Wallet,
ORD_003438,CUST_01974,2025-12-01,App,Delivered,102.5,0.0,102.5,Wallet,SALE20
ORD_003439,CUST_01241,2025-12-11,App,Delivered,1054.74,189.66,865.08,Wallet,
ORD_003440,CUST_01036,2025-12-07,App,Delivered,1140.35,0.0,1140.35,Wallet,FESTIVE
ORD_003441,CUST_01440,2025-12-16,Web,In Transit,1722.82,0.0,1722.82,COD,SALE20
ORD_003442,CUST_01131,2025-12-22,App,Delivered,1520.45,0.0,1520.45,COD,SALE20
ORD_003443,CUST_00113,2025-10-22,Web,Delivered,1375.0,0.0,1375.0,Apple Pay,
ORD_003444,CUST_01454,2026-01-04,App,Delivered,956.45,0.0,956.45,Apple Pay,
ORD_003445,CUST_01380,2025-12-16,Web,Delivered,1242.03,113.98,1128.05,Card,
ORD_003446,CUST_00042,2025-12-25,Web,Delivered,1796.66,455.32,1341.34,Apple Pay,
ORD_003447,CUST_00936,2025-12-30,Web,In Transit,1435.08,0.0,1435.08,Apple Pay,FESTIVE
ORD_003448,CUST_01583,2025-11-19,App,Delivered,1019.45,135.23,884.21,Wallet,
ORD_003449,CUST_01552,2025-10-24,Call Center,Delivered,1348.38,74.75,1273.63,COD,
ORD_003450,CUST_01527,2025-11-15,Web,Cancelled,812.59,0.0,812.59,Wallet,FESTIVE
ORD_003451,CUST_00035,2025-12-01,App,Delivered,1121.46,238.95,882.51,Apple Pay,NEW10
ORD_003452,CUST_00664,2025-11-25,Web,Delivered,167.74,36.7,131.04,COD,SALE20
ORD_003453,CUST_00410,2025-10-20,App,Delivered,1094.82,279.86,814.97,Apple Pay,FESTIVE
ORD_003454,CUST_01049,2025-12-08,Web,Delivered,1141.26,194.22,947.05,Apple Pay,
ORD_003455,CUST_01992,2025-10-25,App,Cancelled,1879.61,0.0,1879.61,Apple Pay,
ORD_003456,CUST_01765,2025-12-26,App,Delivered,1684.99,0.0,1684.99,Apple Pay,
ORD_003457,CUST_00586,2025-11-27,App,Returned,1575.62,410.67,1164.95,Wallet,
ORD_003458,CUST_00272,2025-10-15,App,Delivered,71.18,19.72,51.47,Apple Pay,
ORD_003459,CUST_01146,2025-10-10,Web,Delivered,201.72,0.0,201.72,COD,SALE20
ORD_003460,CUST_01513,2025-12-13,App,Delivered,1654.55,0.0,1654.55,Apple Pay,SALE20
ORD_003461,CUST_00242,2025-11-20,Web,In Transit,88.69,23.27,65.42,Apple Pay,NEW10
ORD_003462,CUST_00499,2025-12-18,Web,Delivered,804.46,0.0,804.46,COD,FESTIVE
ORD_003463,CUST_01004,2025-12-24,Web,Delivered,867.71,102.81,764.9,Apple Pay,
ORD_003464,CUST_00819,2025-11-03,App,Delivered,1248.27,0.0,1248.27,Apple Pay,
ORD_003465,CUST_01442,2025-12-09,Web,In Transit,1779.76,0.0,1779.76,COD,SALE20
ORD_003466,CUST_01119,2025-12-06,Web,Delivered,190.97,9.93,181.04,Wallet,FESTIVE
ORD_003467,CUST_01114,2025-10-24,App,Delivered,177.08,9.57,167.51,Wallet,
ORD_003468,CUST_01406,2025-12-14,App,Cancelled,1653.14,159.16,1493.98,Wallet,NEW10
ORD_003469,CUST_01559,2025-12-29,App,Delivered,1604.18,0.0,1604.18,Wallet,SALE20
ORD_003470,CUST_00069,2025-12-08,App,Delivered,822.2,0.0,822.2,Apple Pay,
ORD_003471,CUST_00960,2025-11-08,Web,Cancelled,1666.73,232.76,1433.97,COD,SALE20
ORD_003472,CUST_01126,2025-12-06,App,Cancelled,1526.53,0.0,1526.53,COD,
ORD_003473,CUST_00809,2025-10-24,App,Returned,1193.69,99.47,1094.22,Card,NEW10
ORD_003474,CUST_00702,2025-12-08,App,Cancelled,1056.17,115.88,940.29,Apple Pay,FESTIVE
ORD_003475,CUST_01321,2025-11-14,App,Delivered,1870.65,492.61,1378.04,Card,NEW10
ORD_003476,CUST_00963,2025-11-02,App,In Transit,1682.41,502.46,1179.95,Apple Pay,SALE20
ORD_003477,CUST_01593,2025-10-09,App,Cancelled,1773.38,230.47,1542.91,COD,
ORD_003478,CUST_00853,2025-12-26,App,Delivered,1638.12,0.0,1638.12,Card,
ORD_003479,CUST_00266,2025-10-26,Web,In Transit,1334.13,258.4,1075.73,Wallet,
ORD_003480,CUST_01166,2025-11-03,App,Delivered,855.78,83.28,772.5,Card,
ORD_003481,CUST_01783,2025-12-29,App,Delivered,1283.68,0.0,1283.68,Card,SALE20
ORD_003482,CUST_01015,2025-12-01,App,Delivered,1086.33,0.0,1086.33,Card,
ORD_003483,CUST_01419,2025-12-29,Web,Delivered,732.94,194.67,538.28,Wallet,
ORD_003484,CUST_01931,2025-12-05,Call Center,Delivered,600.64,0.0,600.64,COD,FESTIVE
ORD_003485,CUST_00164,2025-11-05,App,In Transit,1275.12,167.76,1107.36,Card,
ORD_003486,CUST_00382,2025-11-01,Web,Delivered,655.19,154.39,500.8,COD,
ORD_003487,CUST_00932,2025-12-20,App,Delivered,1716.45,0.0,1716.45,Card,
ORD_003488,CUST_01051,2025-11-12,Web,Delivered,1436.78,0.0,1436.78,Apple Pay,
ORD_003489,CUST_00194,2025-12-10,App,Delivered,1629.18,177.59,1451.58,Apple Pay,
ORD_003490,CUST_01491,2025-10-08,App,Delivered,1293.95,225.93,1068.02,COD,
ORD_003491,CUST_01881,2025-12-16,Web,Delivered,1828.52,0.0,1828.52,Wallet,
ORD_003492,CUST_00108,2025-10-14,Web,Delivered,731.44,48.05,683.4,Card,
ORD_003493,CUST_00440,2025-10-11,App,Returned,1372.95,336.8,1036.15,Wallet,
ORD_003494,CUST_00289,2025-11-29,App,Delivered,1913.99,0.0,1913.99,Apple Pay,
ORD_003495,CUST_01550,2025-10-30,Call Center,In Transit,519.88,0.0,519.88,Apple Pay,
ORD_003496,CUST_00510,2025-11-17,Web,Delivered,1637.7,237.23,1400.47,Wallet,SALE20
ORD_003497,CUST_01739,2026-01-04,App,Cancelled,346.52,0.0,346.52,Wallet,
ORD_003498,CUST_00724,2025-10-19,Web,Delivered,1415.82,176.13,1239.69,COD,SALE20
ORD_003499,CUST_01462,2025-10-19,App,Delivered,1152.66,0.0,1152.66,COD,FESTIVE
ORD_003500,CUST_00436,2025-10-17,Web,Delivered,204.99,0.0,204.99,Apple Pay,NEW10
ORD_003501,CUST_01441,2025-12-25,Web,Delivered,1974.91,138.17,1836.75,COD,NEW10
ORD_003502,CUST_00332,2025-11-10,Web,Delivered,320.78,0.0,320.78,COD,
ORD_003503,CUST_01493,2025-10-17,Web,Returned,1898.74,112.0,1786.74,COD,SALE20
ORD_003504,CUST_01947,2025-11-21,App,In Transit,576.57,0.0,576.57,COD,NEW10
ORD_003505,CUST_00922,2025-10-12,App,Delivered,1991.64,0.0,1991.64,COD,
ORD_003506,CUST_00748,2025-11-14,App,Delivered,981.97,106.52,875.45,Wallet,NEW10
ORD_003507,CUST_01738,2025-10-12,App,Delivered,1354.89,395.34,959.55,Apple Pay,
ORD_003508,CUST_00680,2025-11-21,App,In Transit,1559.84,0.0,1559.84,Card,NEW10
ORD_003509,CUST_00341,2026-01-02,App,Delivered,293.18,0.0,293.18,COD,
ORD_003510,CUST_00983,2025-12-17,App,Delivered,1549.33,0.0,1549.33,Wallet,
ORD_003511,CUST_00914,2025-12-03,App,Delivered,1780.1,0.0,1780.1,COD,
ORD_003512,CUST_00140,2025-12-01,Web,Delivered,686.1,0.0,686.1,Wallet,
ORD_003513,CUST_01831,2025-11-01,App,Delivered,1269.98,0.0,1269.98,COD,NEW10
ORD_003514,CUST_00132,2025-12-06,App,Delivered,194.48,0.0,194.48,Apple Pay,
ORD_003515,CUST_01971,2025-12-10,Call Center,Delivered,1020.9,0.0,1020.9,Card,
ORD_003516,CUST_00277,2025-10-27,App,Delivered,1304.79,0.0,1304.79,COD,SALE20
ORD_003517,CUST_01917,2025-11-06,App,Delivered,805.58,0.0,805.58,Apple Pay,FESTIVE
ORD_003518,CUST_01020,2025-12-26,App,Cancelled,1731.85,404.01,1327.85,Card,
ORD_003519,CUST_00259,2025-11-20,App,Delivered,824.85,209.2,615.65,Apple Pay,
ORD_003520,CUST_01742,2025-12-16,Web,Delivered,482.23,49.13,433.1,Card,NEW10
ORD_003521,CUST_01902,2025-12-04,App,Delivered,1613.33,0.0,1613.33,Apple Pay,SALE20
ORD_003522,CUST_00044,2025-10-11,Web,Delivered,714.5,0.0,714.5,Wallet,
ORD_003523,CUST_01292,2025-10-22,Web,Returned,109.28,0.0,109.28,COD,SALE20
ORD_003524,CUST_01648,2025-12-16,Web,Delivered,1211.07,217.95,993.12,Card,
ORD_003525,CUST_00853,2025-12-20,App,Returned,692.1,0.0,692.1,Card,
ORD_003526,CUST_00526,2025-10-31,App,Delivered,1137.73,0.0,1137.73,Wallet,SALE20
ORD_003527,CUST_01034,2025-12-05,App,Delivered,698.88,85.87,613.01,Wallet,NEW10
ORD_003528,CUST_00978,2025-11-07,App,Delivered,719.56,0.0,719.56,Card,
ORD_003529,CUST_01775,2025-10-10,Web,Delivered,1342.99,260.24,1082.76,Apple Pay,SALE20
ORD_003530,CUST_00847,2025-12-07,App,Delivered,67.22,0.0,67.22,Wallet,FESTIVE
ORD_003531,CUST_00941,2025-11-07,Call Center,Delivered,1771.12,131.2,1639.92,Apple Pay,
ORD_003532,CUST_00179,2025-12-25,Call Center,Delivered,650.42,0.0,650.42,Wallet,SALE20
ORD_003533,CUST_01922,2025-11-09,App,In Transit,1834.01,0.0,1834.01,COD,SALE20
ORD_003534,CUST_01815,2025-11-24,App,Delivered,1209.54,85.19,1124.36,Apple Pay,
ORD_003535,CUST_01038,2025-11-30,App,Delivered,1088.29,123.82,964.46,Card,
ORD_003536,CUST_00380,2025-12-09,App,Delivered,93.62,0.0,93.62,COD,
ORD_003537,CUST_01626,2025-10-13,App,Delivered,1257.35,0.0,1257.35,Wallet,
ORD_003538,CUST_01658,2025-12-04,Call Center,Delivered,1607.52,0.0,1607.52,Card,NEW10
ORD_003539,CUST_00095,2025-11-03,App,In Transit,190.98,0.0,190.98,COD,
ORD_003540,CUST_00492,2025-11-01,Call Center,Delivered,702.76,0.0,702.76,Wallet,FESTIVE
ORD_003541,CUST_01271,2025-10-20,App,Cancelled,1767.57,0.0,1767.57,Card,
ORD_003542,CUST_00968,2025-11-21,Web,Delivered,973.5,0.0,973.5,COD,
ORD_003543,CUST_01226,2025-12-20,App,Cancelled,1876.53,242.41,1634.12,Wallet,FESTIVE
ORD_003544,CUST_00929,2025-11-05,Web,Cancelled,1196.32,148.05,1048.27,Wallet,
ORD_003545,CUST_01551,2025-11-05,App,Delivered,1247.32,337.52,909.8,Wallet,
ORD_003546,CUST_01893,2025-10-25,App,Delivered,321.16,71.67,249.49,Card,FESTIVE
ORD_003547,CUST_00737,2025-10-26,App,Cancelled,234.94,26.77,208.17,Card,
ORD_003548,CUST_00439,2025-12-10,App,Delivered,286.25,0.0,286.25,Card,NEW10
ORD_003549,CUST_00239,2025-10-12,App,Delivered,401.37,0.0,401.37,COD,SALE20
ORD_003550,CUST_01645,2025-12-28,Web,In Transit,500.77,65.45,435.31,Card,
ORD_003551,CUST_01167,2025-12-20,App,Cancelled,327.28,80.21,247.07,Card,
ORD_003552,CUST_00499,2025-11-23,Call Center,Cancelled,1693.08,93.91,1599.17,COD,
ORD_003553,CUST_00736,2025-11-16,App,Delivered,1613.21,0.0,1613.21,Apple Pay,NEW10
ORD_003554,CUST_01090,2025-11-09,App,In Transit,705.27,68.12,637.15,Apple Pay,SALE20
ORD_003555,CUST_01424,2026-01-03,App,Delivered,870.63,0.0,870.63,Apple Pay,
ORD_003556,CUST_01555,2025-11-06,Web,Delivered,1309.3,0.0,1309.3,Apple Pay,
ORD_003557,CUST_00743,2025-12-10,App,In Transit,978.49,148.17,830.32,Wallet,
ORD_003558,CUST_00859,2025-11-27,App,Cancelled,1462.31,111.49,1350.82,Card,
ORD_003559,CUST_01745,2025-11-09,Web,Delivered,1879.28,0.0,1879.28,Wallet,NEW10
ORD_003560,CUST_00390,2025-10-12,App,Delivered,604.74,35.17,569.57,COD,NEW10
ORD_003561,CUST_00334,2025-11-28,Web,Cancelled,1969.09,0.0,1969.09,COD,
ORD_003562,CUST_00169,2025-10-19,Call Center,Delivered,1156.64,98.5,1058.13,COD,NEW10
ORD_003563,CUST_01794,2025-10-28,App,Delivered,1650.86,0.0,1650.86,Apple Pay,SALE20
ORD_003564,CUST_01485,2025-10-22,Call Center,Delivered,1475.44,0.0,1475.44,Apple Pay,
ORD_003565,CUST_01780,2025-12-20,Web,Delivered,122.75,24.68,98.07,Card,
ORD_003566,CUST_01572,2025-12-23,Call Center,Returned,158.25,0.0,158.25,Wallet,SALE20
ORD_003567,CUST_01604,2025-10-19,App,Delivered,322.26,47.43,274.83,Wallet,
ORD_003568,CUST_00722,2025-10-26,App,Delivered,1492.75,0.0,1492.75,Apple Pay,
ORD_003569,CUST_01985,2025-11-01,Call Center,Delivered,312.22,0.0,312.22,COD,
ORD_003570,CUST_01777,2025-12-01,Web,Cancelled,249.02,20.82,228.2,Wallet,
ORD_003571,CUST_00650,2025-11-04,App,Delivered,967.55,0.0,967.55,Card,FESTIVE
ORD_003572,CUST_00067,2025-11-24,App,Delivered,609.21,0.0,609.21,COD,
ORD_003573,CUST_01889,2025-10-22,App,Delivered,1613.93,0.0,1613.93,Card,
ORD_003574,CUST_00009,2025-10-30,Web,Delivered,484.65,81.83,402.82,Apple Pay,
ORD_003575,CUST_01876,2025-12-25,Web,Delivered,780.71,0.0,780.71,Card,NEW10
ORD_003576,CUST_00457,2025-11-24,Web,Delivered,1439.45,131.67,1307.78,Apple Pay,
ORD_003577,CUST_00815,2025-10-29,App,Delivered,1727.57,0.0,1727.57,Wallet,
ORD_003578,CUST_01593,2025-11-05,Web,Delivered,986.57,51.03,935.54,Card,FESTIVE
ORD_003579,CUST_01423,2025-11-18,App,Delivered,471.97,0.0,471.97,Apple Pay,
ORD_003580,CUST_00378,2025-10-14,App,Delivered,1736.76,126.76,1610.0,Apple Pay,FESTIVE
ORD_003581,CUST_01400,2025-11-24,App,Delivered,510.13,60.07,450.06,Wallet,
ORD_003582,CUST_01198,2025-12-09,App,Delivered,910.01,193.87,716.15,Card,
ORD_003583,CUST_00586,2025-10-10,App,Delivered,549.65,0.0,549.65,Card,FESTIVE
ORD_003584,CUST_00169,2025-12-08,App,In Transit,482.17,88.43,393.74,Card,
ORD_003585,CUST_00239,2025-12-17,Web,Delivered,358.09,0.0,358.09,Wallet,FESTIVE
ORD_003586,CUST_01517,2025-10-25,App,Delivered,1994.94,0.0,1994.94,Apple Pay,
ORD_003587,CUST_01359,2025-10-10,App,Delivered,83.74,7.52,76.22,Wallet,NEW10
ORD_003588,CUST_01243,2025-12-31,Web,In Transit,219.88,0.0,219.88,Card,SALE20
ORD_003589,CUST_01970,2025-10-30,App,Delivered,141.21,0.0,141.21,Card,NEW10
ORD_003590,CUST_01508,2025-12-05,App,Delivered,546.91,0.0,546.91,Apple Pay,
ORD_003591,CUST_01260,2025-10-20,Call Center,Delivered,1391.26,0.0,1391.26,Apple Pay,NEW10
ORD_003592,CUST_00709,2025-10-21,Call Center,Delivered,332.13,0.0,332.13,Wallet,
ORD_003593,CUST_01308,2025-12-20,App,Delivered,1911.82,108.11,1803.71,Card,SALE20
ORD_003594,CUST_00930,2025-11-29,Web,Delivered,68.07,3.75,64.32,Apple Pay,SALE20
ORD_003595,CUST_00717,2025-12-21,App,Delivered,1773.66,288.95,1484.72,COD,
ORD_003596,CUST_01404,2025-11-21,Web,Delivered,421.77,77.63,344.14,Card,NEW10
ORD_003597,CUST_00458,2025-10-09,Call Center,Delivered,946.94,95.14,851.8,Card,
ORD_003598,CUST_00852,2025-12-11,Web,Delivered,1843.43,289.71,1553.72,Wallet,SALE20
ORD_003599,CUST_00250,2025-11-01,App,Delivered,1458.55,182.72,1275.83,Wallet,
ORD_003600,CUST_01879,2025-12-08,Call Center,Delivered,1140.58,266.6,873.97,Wallet,NEW10
ORD_003601,CUST_00083,2025-10-07,Web,Delivered,734.03,0.0,734.03,Card,
ORD_003602,CUST_00894,2025-12-24,App,Delivered,1760.07,481.75,1278.32,Wallet,
ORD_003603,CUST_00893,2025-12-25,Web,Delivered,66.2,11.63,54.58,Card,
ORD_003604,CUST_01589,2025-12-30,Call Center,Delivered,1393.79,272.61,1121.18,COD,
ORD_003605,CUST_00012,2025-10-18,Call Center,Cancelled,1893.01,303.95,1589.06,Apple Pay,
ORD_003606,CUST_01617,2025-11-28,Web,Delivered,1932.42,260.19,1672.23,Card,SALE20
ORD_003607,CUST_01867,2025-12-14,App,Delivered,1986.27,0.0,1986.27,Card,
ORD_003608,CUST_00532,2025-10-07,App,Delivered,367.1,30.72,336.39,Wallet,
ORD_003609,CUST_00851,2026-01-03,Web,Delivered,244.57,0.0,244.57,Wallet,SALE20
ORD_003610,CUST_00723,2025-12-17,App,Delivered,886.6,0.0,886.6,Apple Pay,NEW10
ORD_003611,CUST_00345,2025-10-09,Call Center,Delivered,1954.56,501.26,1453.3,COD,
ORD_003612,CUST_01681,2025-10-18,App,Delivered,442.1,98.72,343.38,Card,
ORD_003613,CUST_00314,2026-01-01,App,Delivered,1179.15,0.0,1179.15,Card,
ORD_003614,CUST_00682,2025-10-11,Web,Cancelled,1398.09,0.0,1398.09,Card,FESTIVE
ORD_003615,CUST_00809,2025-11-05,Web,Delivered,326.47,37.53,288.94,Wallet,
ORD_003616,CUST_00809,2025-12-12,Web,Delivered,678.53,0.0,678.53,Apple Pay,
ORD_003617,CUST_01252,2025-10-29,App,Returned,561.7,78.1,483.61,Wallet,SALE20
ORD_003618,CUST_00858,2025-12-20,App,Returned,1340.59,0.0,1340.59,COD,
ORD_003619,CUST_01547,2025-10-30,Web,Delivered,1018.26,239.92,778.33,Card,
ORD_003620,CUST_00226,2025-11-19,App,Delivered,1309.72,0.0,1309.72,Apple Pay,FESTIVE
ORD_003621,CUST_00354,2025-11-23,App,Delivered,1359.84,193.37,1166.47,Card,
ORD_003622,CUST_01596,2025-11-06,App,Delivered,1303.63,140.53,1163.1,Apple Pay,FESTIVE
ORD_003623,CUST_00290,2025-10-06,Call Center,Returned,189.94,0.0,189.94,Apple Pay,
ORD_003624,CUST_00704,2025-11-25,App,Delivered,1003.16,0.0,1003.16,COD,FESTIVE
ORD_003625,CUST_01740,2025-10-17,App,Cancelled,1843.57,0.0,1843.57,Card,
ORD_003626,CUST_00380,2025-11-25,Web,Delivered,1524.71,361.95,1162.77,Wallet,SALE20
ORD_003627,CUST_00968,2025-11-11,App,Delivered,754.01,85.02,668.99,Apple Pay,
ORD_003628,CUST_01521,2025-12-11,Web,Delivered,1808.74,0.0,1808.74,Wallet,
ORD_003629,CUST_00215,2025-12-07,Web,Delivered,125.63,10.01,115.61,COD,FESTIVE
ORD_003630,CUST_00996,2025-11-18,App,Delivered,1441.08,0.0,1441.08,Card,
ORD_003631,CUST_01875,2026-01-01,App,Returned,382.75,30.61,352.14,Apple Pay,SALE20
ORD_003632,CUST_01343,2025-11-21,App,Delivered,1405.18,0.0,1405.18,Apple Pay,
ORD_003633,CUST_01925,2025-11-27,Web,Delivered,862.43,0.0,862.43,Wallet,
ORD_003634,CUST_01203,2025-11-21,App,Delivered,1065.59,98.47,967.12,Card,
ORD_003635,CUST_01498,2025-12-10,App,Delivered,445.4,58.89,386.51,Apple Pay,NEW10
ORD_003636,CUST_01893,2025-10-25,Web,Delivered,758.47,82.46,676.01,Card,
ORD_003637,CUST_00483,2025-11-12,App,Delivered,1622.37,183.59,1438.78,COD,FESTIVE
ORD_003638,CUST_00077,2025-11-16,App,Delivered,593.45,0.0,593.45,Apple Pay,SALE20
ORD_003639,CUST_00200,2025-10-13,Call Center,Delivered,459.69,58.69,401.0,Card,NEW10
ORD_003640,CUST_00490,2025-12-29,App,Cancelled,1668.23,0.0,1668.23,Card,
ORD_003641,CUST_01987,2025-10-23,Web,Delivered,1195.06,104.69,1090.37,Apple Pay,SALE20
ORD_003642,CUST_01808,2025-11-04,Web,Delivered,1268.38,239.9,1028.48,COD,
ORD_003643,CUST_01265,2025-12-20,Web,Delivered,1252.16,0.0,1252.16,COD,NEW10
ORD_003644,CUST_01907,2025-10-13,App,In Transit,396.11,84.99,311.11,COD,
ORD_003645,CUST_00040,2025-12-18,App,Cancelled,398.21,0.0,398.21,Card,
ORD_003646,CUST_00884,2025-11-15,App,Delivered,1019.23,0.0,1019.23,Card,FESTIVE
ORD_003647,CUST_01003,2025-12-27,App,Delivered,1144.59,250.82,893.78,Apple Pay,FESTIVE
ORD_003648,CUST_01175,2025-11-13,Web,Delivered,57.1,0.0,57.1,Apple Pay,FESTIVE
ORD_003649,CUST_01809,2025-12-11,App,Delivered,1414.11,0.0,1414.11,COD,NEW10
ORD_003650,CUST_00137,2025-10-13,App,Delivered,934.59,0.0,934.59,Apple Pay,SALE20
ORD_003651,CUST_00621,2025-11-24,Web,Delivered,666.04,0.0,666.04,Card,
ORD_003652,CUST_00431,2025-12-01,Web,Delivered,1683.33,363.07,1320.26,COD,SALE20
ORD_003653,CUST_01684,2025-11-18,Web,Delivered,186.19,0.0,186.19,Card,FESTIVE
ORD_003654,CUST_01019,2025-12-24,Web,Delivered,450.54,0.0,450.54,Apple Pay,NEW10
ORD_003655,CUST_01429,2025-12-02,Web,Delivered,1410.31,0.0,1410.31,Apple Pay,
ORD_003656,CUST_01085,2025-11-19,App,Delivered,1038.77,0.0,1038.77,Apple Pay,
ORD_003657,CUST_00437,2025-12-06,Web,In Transit,939.34,184.2,755.15,Card,SALE20
